stockID,name,EPS_quater_previous,EPS_quater_newest,pe_ratio,volume,revenue_previous,revenue_newest
3044,健鼎,3.5,3.78,13.28,965.0,5939823.0,5859996.0
3045,台灣大,0.98,1.07,27.08,2821.0,15817811.0,15913075.0
3046,建碁,0.98,1.01,16.21,109.0,802890.0,564454.0
3047,訊舟,-0.29,0.4,4990.0,745373.0,613460.0,
3048,益登,0.28,-0.05,94.88,2191.0,10007928.0,11284894.0
3049,精金,-0.29,-0.24,10649.0,151652.0,146176.0,
3050,鈺德,0.42,0.06,32.1,701.0,112198.0,112195.0
3051,力特,0.59,0.34,18.03,2967.0,162030.0,175256.0
3052,夆典,0.28,0.22,12.24,275.0,195513.0,190956.0
3054,立萬利,-0.11,0.04,10.0,7396.0,10983.0,
3055,蔚華科,-0.9,-0.09,2893.0,39366.0,82493.0,
3056,富華新,-0.14,-0.06,315.5,1534.0,56841.0,46091.0
3057,喬鼎,-0.07,-0.35,961.0,40815.0,55605.0,
3058,立德,-0.64,-0.44,1045.0,253446.0,261239.0,
3059,華晶科,0.28,0.28,27.76,825.0,618817.0,644493.0
3060,銘異,0.11,0.24,12382.0,308271.0,325945.0,
3062,建漢,0,0.06,9246.0,346262.0,281223.0,
3090,日電貿,1.24,1.06,15.43,256.0,1124896.0,1062826.0
3092,鴻碩,-0.09,-0.37,154.0,176132.0,157562.0,
3094,聯傑,0.02,0.04,130.0,298.0,11549.0,14524.0
3130,一零四,2.72,4.49,15.82,21.0,220797.0,214498.0
3138,耀登,0.33,0.86,34.21,325.0,151091.0,158081.0
3149,正達,-0.05,-0.28,14444.0,206819.0,229111.0,
3164,景岳,0.4,0.17,27.13,167.0,29379.0,25123.0
3167,大量,-0.19,0.31,336.46,21055.0,226345.0,276382.0
3168,眾福科,0.69,0.88,17.31,75.0,287825.0,326163.0
3189,景碩,0.05,0.2,396.55,15498.0,2858462.0,2646537.0
3209,全科,0.51,0.82,14.19,14931.0,5228233.0,3031863.0
3229,晟鈦,0.04,0.26,154.29,57.0,75927.0,65115.0
3231,緯創,1.24,1.55,20.32,21530.0,89820629.0,96903570.0
3257,虹冠電,0.78,0.8,22.21,3257.0,71027.0,70016.0
3266,昇陽,0.44,-0.12,8.48,89.0,43901.0,432539.0
3296,勝德,0.04,0.01,966.67,1642.0,137318.0,127565.0
3305,昇貿,0.81,0.84,29.33,664.0,775948.0,764281.0
3308,聯德,0.13,0.05,111.0,481.0,528.0,
3311,閎暉,0.34,0.4,22.92,179.0,214164.0,224747.0
3312,弘憶股,0.58,0.74,25.66,3627.0,1634558.0,1544313.0
3321,同泰,-0.49,-0.4,66.0,175658.0,165969.0,
3338,泰碩,0.77,0.85,20.57,483.0,312635.0,294746.0
3346,麗清,0.26,0.72,13.78,611.0,796090.0,861323.0
3356,奇偶,2.59,2.28,11.1,1641.0,79456.0,89317.0
3376,新日興,1.68,2.18,28.88,2139.0,1252441.0,1214558.0
3380,明泰,0.12,0.49,41.63,3282.0,1505533.0,1909565.0
3406,玉晶光,9.65,8.87,10.96,1828.0,2640943.0,2586457.0
3413,京鼎,5.52,6.75,16.72,1328.0,1613387.0,1616439.0
3416,融程電,1.7,1.7,21.02,79.0,293002.0,206362.0
3419,譁裕,-0.28,-0.16,199.0,97021.0,123960.0,
3432,台端,-0.13,-0.17,30.0,6649.0,3987.0,
3437,榮創,-0.3,-0.09,1353.0,196230.0,135096.0,
3443,創意,4.94,6.78,53.33,1852.0,1944750.0,1763514.0
3447,展達,-0.35,-0.2,23409.0,259414.0,317504.0,
3450,聯鈞,0.31,0.47,405.65,40563.0,658197.0,797761.0
3454,晶睿,0.02,0.3,41.61,61.0,665824.0,655568.0
3481,群創,-0.45,0.12,63720.0,18480104.0,19121611.0,
3494,誠研,-0.35,-0.06,176.0,91272.0,93082.0,
3501,維熹,1.6,1.55,11.6,311.0,550862.0,449321.0
3504,揚明光,-2.01,-0.51,165.0,213455.0,236830.0,
3515,華擎,2.53,2.17,21.5,774.0,2230561.0,2042426.0
3518,柏騰,-0.57,-0.55,732.0,29288.0,27063.0,
3528,安馳,0.86,1.59,17.78,101.0,464139.0,450025.0
3530,晶相光,-0.18,-0.09,325.0,185148.0,208190.0,
3532,台勝科,0.99,0.89,20.44,846.0,1007680.0,1021364.0
3533,嘉澤,18.57,20,24.89,1205.0,2723904.0,2777008.0
3535,晶彩科,-0.13,1.38,50.31,13433.0,39441.0,2078.0
3543,州巧,-0.23,-0.08,51.11,142.0,274945.0,262441.0
3545,敦泰,0.54,0.51,44.85,2364.0,1181938.0,1420436.0
3550,聯穎,-0.19,-0.05,3363.0,278129.0,273887.0,
3557,嘉威,3.62,1,10.56,179.0,456024.0,343772.0
3563,牧德,0.5,1.52,97.35,259.0,106532.0,128915.0
3576,聯合再生,-0.17,-0.52,2619.0,462520.0,427365.0,
3583,辛耘,2.61,2.82,48.67,3683.0,880282.0,866210.0
3588,通嘉,0.18,0.75,44.3,1440.0,149374.0,140750.0
3591,艾笛森,0.19,0.32,40.61,3067.0,226249.0,231507.0
3592,瑞鼎,7.28,7.8,13.67,320.0,2034277.0,2097378.0
3593,力銘,-0.15,-0.13,96.0,72090.0,78313.0,
3596,智易,2.82,2.66,13.65,2264.0,4016365.0,4060581.0
3605,宏致,0.02,0.5,771.25,7520.0,882091.0,925757.0
3607,谷崧,-0.39,0.29,155.71,830.0,288114.0,270302.0
3617,碩天,5.49,6.77,14.89,649.0,1327602.0,931443.0
3622,洋華,1.07,0.94,13.69,968.0,214586.0,127930.0
3645,達邁,0.22,0.91,46.45,789.0,207295.0,192529.0
3652,精聯,0.16,0.43,50.89,2979.0,194490.0,208713.0
3653,健策,5.06,6.02,75.63,724.0,1202840.0,1204437.0
3661,世芯-KY,15.83,20.05,33.38,1823.0,4669028.0,5301492.0
3665,貿聯-KY,3.56,6.13,28.74,3556.0,4558801.0,4589632.0
3669,圓展,0.2,0.91,20.61,109.0,243420.0,215314.0
3673,TPK-KY,0.29,0.87,33.25,2546.0,6791232.0,5660416.0
3679,新至陞,4.33,2.84,12.98,26.0,378908.0,376811.0
3686,達能,0.01,-0.03,384.0,4192.0,5353.0,
3694,海華,0.37,0.83,18.27,443.0,831656.0,837574.0
3701,大眾控,0.21,0.09,40.26,301.0,1110730.0,1079979.0
3702,大聯大,1.16,0.73,16.67,2838.0,84847757.0,105674770.0
3703,欣陸,0.12,0.79,13.85,1391.0,2550226.0,2566797.0
3704,合勤控,0.11,0.32,21.29,4894.0,1872510.0,2238479.0
3705,永信,1,1.25,14.56,242.0,747723.0,612214.0
3706,神達,0.57,0.92,20.76,4794.0,5076771.0,5265408.0
3708,上緯投控,0.77,0.76,17.05,603.0,805757.0,661836.0
3711,日月光投控,1.32,1.8,22.06,9478.0,52929761.0,55579391.0
3712,永崴投控,0.75,1.02,12.95,879.0,1960636.0,1762220.0
3714,富采,-0.62,-0.41,3548.0,2360264.0,2038647.0,
3715,定穎投控,1.02,1.23,16.12,25539.0,1620419.0,1589090.0
3716,中化控股,159.0,,,,,
4104,佳醫,1.19,1.42,17.54,58.0,669182.0,741238.0
4106,雃博,0.4,0.21,22.88,81.0,180647.0,168150.0
4108,懷特,-0.14,-0.08,122.0,10474.0,15687.0,
4119,旭富,0.37,0.52,76.72,94.0,150442.0,132340.0
4133,亞諾法,0.44,0.3,27.43,74.0,33086.0,27464.0
4137,麗豐-KY,0.91,2.68,15.97,211.0,329466.0,374340.0
4142,國光生,-0.44,-0.65,501.0,186131.0,340997.0,
4148      ,全宇生技-KY,,,,,,
4155,訊映,0.25,0.29,74.09,121.0,131976.0,178073.0
4164,承業醫,0.01,0.17,27.24,601.0,256536.0,483895.0
4190,佐登-KY,-1.52,-1.14,131.0,200286.0,171271.0,
4306,炎洲,0.3,0.72,10.96,1248.0,1445593.0,1291101.0
4414,如興,-0.18,-0.09,458.0,1469693.0,1271156.0,
4426,利勤,0,-0.33,66.0,88843.0,67684.0,
4438,廣越,-1.12,2.07,17.19,32.0,2346703.0,2017626.0
4439,冠星-KY,1.7,1.13,19.65,9.0,434234.0,413392.0
4440,宜新實業,0.51,0.49,19.64,44.0,96189.0,104341.0
4526,東台,-0.41,-0.56,9620.0,448433.0,455984.0,
4532,瑞智,0.5,0.65,14.82,1197.0,1574888.0,1565303.0
4536,拓凱,4.3,4.33,14.18,130.0,862435.0,871566.0
4540,全球傳動,-1.71,-0.93,15242.0,172148.0,172404.0,
4545,銘鈺,0.6,1.05,30.64,11622.0,221990.0,210677.0
4551,智伸科,1.5,1.48,27.13,411.0,726184.0,729219.0
4552,力達-KY,0.25,0.41,10.23,135.0,335262.0,321647.0
4555,氣立,-0.06,0.12,471.0,128041.0,132029.0,
4557,永新-KY,1.72,2.65,15.01,426.0,361445.0,372506.0
4560,強信-KY,0.25,0.52,27.67,302.0,136860.0,142028.0
4562,穎漢,-0.18,-0.06,11463.0,69444.0,76153.0,
4564,元翎,-0.53,-0.47,357.0,98085.0,71381.0,
4566,時碩工業,1.47,1.15,25.95,3695.0,440232.0,411492.0
4569,六方科-KY,2.96,2.09,41.95,3090.0,145745.0,119101.0
4571,鈞興-KY,2.23,2.69,23.4,1196.0,265332.0,215533.0
4572,駐龍,2.14,1.86,21.81,126.0,77558.0,72489.0
4576,大銀微系統,-0.19,0.22,802.78,2291.0,207215.0,216868.0
4581,光隆精密-KY,1.22,1.32,10.33,3.0,88536.0,93235.0
4583,台灣精銳,4.59,3.61,60.83,1910.0,265601.0,223820.0
4588,玖鼎電力,0.62,1.29,24.79,80.0,74729.0,79337.0
4720,德淵,0.51,0.32,14.34,761.0,305858.0,304287.0
4722,國精化,0.59,0.68,18.29,261.0,397247.0,318145.0
4736,泰博,4.24,2.81,13.68,60.0,375978.0,441740.0
4737,華廣,-0.08,-0.59,140.0,166956.0,162080.0,
4739,康普,0.45,0.48,116.4,1152.0,299970.0,326116.0
4746,台耀,-0.8,2.36,43.43,482.0,338086.0,365234.0
4755,三福化,1.1,1.1,29.85,1021.0,454210.0,351865.0
4763,材料-KY,24.48,20.41,10.16,1202.0,1466900.0,1501614.0
4764,雙鍵,-0.3,-0.14,23.0,223704.0,270644.0,
4766,南寶,5.86,5.58,13.45,431.0,2021020.0,1976467.0
4770,上品,6.14,5.01,16.07,411.0,547198.0,610962.0
4771,望隼,3.42,3,17.55,119.0,250319.0,259008.0
4807,日成-KY,-0.72,-0.66,420.0,186903.0,201814.0,
4904,遠傳,0.81,0.86,27.25,3437.0,7723411.0,9121101.0
4906,正文,0.18,0.74,25.24,2126.0,2114991.0,1640092.0
4912,聯德控股-KY,0.85,2.04,15.24,128.0,485280.0,507825.0
4915,致伸,1.28,1.6,17.05,934.0,5622020.0,5367441.0
4916,事欣科,0,-0.92,2560.0,328655.0,264983.0,
4919,新唐,0.97,-0.05,21.19,17795.0,2619553.0,2708378.0
4927,泰鼎-KY,-1.5,-1.79,2928.0,1100954.0,987417.0,
4930,燦星網,0.5,0.74,8.53,83.0,886173.0,862377.0
4934,太極,-0.29,-0.12,660.0,16071.0,12139.0,
4935,茂林-KY,1,1.27,20.11,600.0,700887.0,590175.0
4938,和碩,1.22,2.1,14.88,4615.0,88437775.0,109264099.0
4942,嘉彰,1.13,1.4,9.63,126.0,485650.0,434674.0
4943,康控-KY,0.25,-0.74,14.0,125992.0,138737.0,
4949,有成精密,-0.7,-1.05,38.0,170572.0,224764.0,
4952,凌通,0.56,1.09,23.76,3526.0,220070.0,181349.0
4956,光鋐,-0.13,0.02,5251.0,110387.0,124338.0,
4958,臻鼎-KY,1.03,0.51,15.21,4998.0,17813950.0,19336751.0
4960,誠美材,0.01,-0.01,953.0,803448.0,714922.0,
4961,天鈺,3.17,4.91,16.06,1112.0,1801573.0,1782935.0
4967,十銓,4.1,1.85,10.05,1080.0,2114283.0,1185953.0
4968,立積,0.31,0.84,685.19,964.0,300012.0,308708.0
4976,佳凌,0.05,0.07,350.0,112816.0,93126.0,
4977,眾達-KY,0.15,-0.02,412.5,7224.0,138002.0,138034.0
4989,榮科,-0.15,-0.05,184.0,247450.0,231769.0,
4994,傳奇,2.05,0.47,30.48,15.0,117332.0,142812.0
4999,鑫禾,0.25,0.45,80.22,80.0,161675.0,180477.0
5007,三星,0.99,1.05,14.72,53.0,614475.0,552692.0
5203,訊連,1.26,1.08,25.41,118.0,163911.0,186934.0
5215,科嘉-KY,0.49,1.44,15.94,51.0,234258.0,234577.0
5222,全訊,0.96,1.58,23.48,197.0,118471.0,102782.0
5225,東科-KY,2.52,3.55,11.88,751.0,1344619.0,1327463.0
5234,達興材料,1.11,1.4,49.13,10849.0,351288.0,356441.0
5243,乙盛-KY,0.6,0.81,23.39,3819.0,1154835.0,1101101.0
5244,弘凱,0.57,0.5,17.0,16.0,78320.0,84150.0
5258,虹堡,1.75,1.46,15.55,503.0,593504.0,802323.0
5269,祥碩,12.8,13.18,40.27,723.0,803864.0,527603.0
5283,禾聯碩,-0.46,2.76,18.32,33.0,594731.0,504099.0
5284,jpp-KY,-1.26,0.23,78.82,2641.0,208511.0,207514.0
5285,界霖,0.55,1.06,28.3,313.0,440171.0,465056.0
5288,豐祥-KY,3.91,4.46,12.95,78.0,617222.0,430057.0
5292,華懋,2.45,2.26,18.28,278.0,166893.0,204206.0
5306,桂盟,1.21,2.08,25.32,67.0,453772.0,442098.0
5388,中磊,2.35,1.84,13.02,1989.0,4131359.0,4217710.0
5434,崇越,4.11,5.41,18.2,2090.0,5304489.0,5314010.0
5469,瀚宇博,0.99,1.76,11.04,1735.0,4006952.0,3833666.0
5471,松翰,0.28,0.44,33.61,1151.0,235529.0,221416.0
5484,慧友,-0.21,-0.05,594.0,41877.0,22572.0,
5515,建國,0.86,0.44,11.82,536.0,454878.0,514265.0
5519,隆大,1.22,0.48,8.42,976.0,216806.0,116115.0
5521,工信,-0.2,0.01,3123.0,709330.0,755194.0,
5522,遠雄,0.56,1.33,13.12,1097.0,2887200.0,2776267.0
5525,順天,-0.13,0.96,9.8,118.0,197501.0,194254.0
5531,鄉林,-0.31,-0.44,292.0,84268.0,917553.0,
5533,皇鼎,0.15,0.11,15.79,290.0,415248.0,469004.0
5534,長虹,0.3,1.28,12.49,2010.0,557431.0,1579669.0
5538,東明-KY,0.58,1.05,19.7,31.0,1124095.0,1137063.0
5546,永固-KY,0.15,0.04,8.0,167835.0,181267.0,
5607,遠雄港,0.46,0.43,19.55,501.0,308148.0,289341.0
5608,四維航,-0.55,0.06,898.0,310350.0,311927.0,
5706,鳳凰,1.04,0.76,17.71,333.0,251972.0,261443.0
5871,中租-KY,3.6,3.55,11.27,3689.0,8783567.0,8553950.0
